Title,Description
Can cooking with an air fryer save you money?,"Because an air fryer's fan is more powerful and the compartment is smaller, the whole device is more efficient, says Jakub. ""If I have a chicken thigh, I will probably cook it for 20 minutes in an air fryer. In an oven it would take longer."" Also, it takes longer to pre-heat a larger, conventional oven.

Because an air fryer's fan is more powerful and the compartment is smaller, the whole device is more efficient. Dr Jakub Radzikowski, Imperial College London

However, because the drawer in an air fryer has less capacity, you can only cook smaller amounts. ""If you're cooking for four people or six people the kind of time saving doesn't work anymore because you have to cook in a few batches in the air fryer,"" says the food scientist.

3. An air fryer is great for 'crispy' foods

Marketing images for air fryers often feature chicken and chips. This is because they’re great for cooking ""anything that you want crispy"", says Jakub. Kale chips, banana chips, panko courgettes, you name it. His favourite food for the air fryer is chicken legs or thighs: after 20 minutes you get something that's ""perfectly juicy inside"" with a skin that is so crispy it ""shatters like glass"".

4. It's healthier than deep-fat frying

""Compared to deep-fat frying it is obviously healthier because it has lower fat content,"" says Jakub. But it can also be healthier than cooking with a conventional oven. If your potatoes are sitting in oil then they will absorb it as they cook. With the air fryer it’s all in the perforated basket: ""If there is any excess fat it will drip to the bottom and you don't have to eat it.""

There remain healthier ways to cook but ""the perk of an air fryer is that it often has additional functions to the air frying function,"" says Anya Gilbert, senior digital reviews writer at BBC Good Food Magazine. You can often grill or steam instead, both without using oil at all.

5. There's a huge range of prices and functions between models

The range of different air fryers on the market is vast. ""They’re getting more and more versatile as well,"" says Anya. ""Some of the newest models from brands like Ninja have about 15 functions.""

BBC Good Food Magazine recently published its 14 best air fryers of 2022, rating models across a whole range of categories. ""Cosori as a brand came out really well as best value standard size but also best for affordability in general,"" says Anya. Their 4.3 litre model retails at £79. However, it's possible to spend a whole lot more. ""The Ninja Foodi MAX Health Grill & Air Fryer was a really highly rated model,” says Anya. ""It's around £249, but it has a few bells and whistles. For example, an integrated meat thermometer."""
Latest News & Updates,"Burned down hotel to be used for social housing , published at 17:59 18 April

Burned down hotel to be used for social housing"
UK house prices fall for first time in six months,"House prices fell in March for the first time in six months, according to the latest data from Halifax.

The lender said prices dropped by 1% last month, with higher mortgage rates affecting affordability for prospective buyers.

The average house price fell by about £2,900 to £288,430.

However, Halifax said that house prices were still ahead of where they were last year.

Prices were 0.3% higher in March from a year earlier, although that was down from the 1.6% annual increase seen in February.

Kim Kinnaird, director of Halifax Mortgages, said the monthly fall in prices between February and March was ""not entirely unexpected particularly in view of the reset the market has been going through since interest rates began to rise sharply in 2022"".

""Despite this house prices have shown surprising resilience in the face of significantly higher borrowing costs,"" she said.

“Affordability constraints continue to be a challenge for prospective buyers, while existing homeowners on cheaper fixed-term deals are yet to feel the full effect of higher interest rates.""

Halifax's findings echo rival lender Nationwide, which earlier this week also reported a fall in house prices during March.

Sarah Coles, head of personal finance at Hargreaves Lansdown, said rising mortgage rates had ""finally taken a toll on the housing market"".

""Through February we had the price momentum of buyers who’d already agreed cheaper mortgages in January. Now that’s petering out, and prices have fallen,"" she said.

UK interest rates hit record lows during the Covid pandemic, but the Bank of England began raising rates at the end of 2021 as it sought to keep control of inflation - the rate at which prices rise.

This had a knock-on effect on mortgage rates which also began to increase, making it more expensive to borrow money for buying a house.

Mortgage rates peaked last summer and began to fall as expectations grew that the Bank of England will start to cut interest rates this year.

This led to a pick-up in activity in the housing market and February saw the highest number of mortgage approvals since September 2022, according to Bank of England data released earlier this week.

However, doubts about whether the Bank of England will reduce rates as quickly as some had expected has stalled cuts to mortgage rates, and some lenders have pushed them back up.

""The housing market remains sensitive to the scale and pace of interest rate changes, and with only a modest improvement in affordability on the horizon, this will likely limit the scope for significant house price increases this year,"" said Ms Kinnaird.

Halifax's house price data is based on its own mortgage lending, which does not include buyers who purchase homes with cash, or buy-to-let deals. Cash buyers account for about a third of housing sales."
Latest News & Updates,"What are my rights if my flight is cancelled or delayed? , published at 12:24 15 April What are my rights if my flight is cancelled or delayed?"
Early retirement: Our road to financial independence,"What if you had no mortgage to pay and didn't have to go to work?

That dream is a reality for Julie and Jason Buckley.

The couple, from the East Midlands, paid off their debts in just three years, and they haven't looked back since."
Latest News & Updates,"Cyclists take part in slow ride for safer streets , published at 15:09 20 April Cyclists take part in slow ride for safer streets"
Quiz: Can you guess the iconic album artwork?,We collect information on how quizzes are used so we can make them even better. Find out more.
Texaco Children's Art: Charley Bell wins for second year in a row,"While family members may be her ""main source of commissions"", when asked if she charges them she replied: ""Not at the moment - maybe in the future a bit more."""
Mary Queen of Scots: Argyll letter conserved by Inverness team,"Richard Aitken, senior conservator at High Life Highland's (HLH) archive centre, said: ""The letter arrived to us folded and very fragile, with lots of weak areas.

""Unfortunately the seal, which would have been beeswax, is in fragments. There is not much of it left.""

The document was carefully unfolded and a test done on the ink to determine the safest method to conserve it.

The letter was given a ""bath"" in a process called a phytate wash.

This removed excess acid and also replenished fibres in the paper.

Japanese paper, a tissue used in book repairs, was carefully applied to fix holes in the document. Tissue was applied to the reverse to line and support the letter.

HLH said Mary, Queen of Scots letters from 1546 were rare.

The document conserved in Inverness would have been written on her behalf by the royal regent, an advisor and temporary monarch."
Latest News & Updates,"The Blue Nile: Who are the band name-checked by Taylor Swift? , published at 22:16 19 April

The Blue Nile: Who are the band name-checked by Taylor Swift?"
10 ways to give your garden a spruce-up this spring,"Make sure your grass is actively growing before giving the mower a run around. Ideally there will be between two and three inches of growth, to avoid injuring the grass and any infection of the roots.

Choose a dry day and give your mower blades a sharpen-up first.

Neatening up the edges will also make a huge difference so, if you don’t have a strimmer, use a spade to sharpen the border edges, or grab some large scissors, get down on your hands and knees and get snipping!"
Could getting some houseplants improve your health?,"Most of us know that air pollution caused by traffic is bad for our health. But the reality is that indoor air pollution can be just as bad – both at work and in our own homes. It’s been linked to a range of health problems, like asthma, wheezing, conjunctivitis and eczema.

Studies show that plants really can improve our wellbeing, leading to a boost in mood, memory and productivity.

The most concerning air pollutants that researchers have looked at are volatile organic compounds, or VOCs, which can be found in fire retardants, aerosol sprays and cleaning products. One such compound is limonene, which we might know by its delicious citrus scent. Unfortunately, it reacts with the ozone in the air to form the potentially dangerous chemical formaldehyde!

Another chemical where high levels can cause problems is carbon dioxide, resulting in poor concentration and decision making. Ventilating areas well can help with both these things, but where that’s not possible, houseplants are a surprisingly good and natural way to purify the air.

A green solution?

The suggestion that house plants could help with air quality came from an unlikely source. In 1989, the space agency NASA showed that houseplants could significantly lower levels of VOCs and CO2 in the air in a sealed chamber. What was lacking, was the proof they could work in our own homes or offices. It did encourage a wave of research into plants’ potential to absorb chemicals, and since then, research has taken off looking at their impact in different – more realistic – living environments. One study, for example, suggested that introducing potted plants to 60 offices with high levels of volatile organic compounds reduced levels of these compounds by between 50 and 75%.

One study in Norway assessed the impact of introducing plants to an office or school and the radiology department of a hospital and found that filling the office with houseplants led to fewer coughs, headaches and fatigue.

Less stress and better productivity

In addition to making you feel physically better, there have been claims that having indoor plants can be good for your mind too. If you’re already a plant lover, you may notice yourself feeling more comfortable, breathing in more deeply and feeling the benefits of the calming effect of nature - and there has been research which supports this. Studies show that plants really can improve our wellbeing, leading to a boost in mood, memory and productivity. One even found that when employees were able to view plants from their desk, they performed better in a specific test of concentration by 19%.

How do they help?

Dr Tijana Blanusa from the Royal Horticultural Society has been studying the ways plants improve air quality. She explains that there are several ways plants can work to remove compounds from the air. On the underside of the leaf, there are pores called stomata that let the air in, and water vapour out. A lot of gaseous compounds are removed though this pathway, while at the same time, water vapour causes our air to become more humid. Another way is through the soil, where microorganisms break down the compounds."
Are weeds more important than we realise?,"Urban botanist Sophie first did this in her home country of France and has continued chalking names in London.

Weeds have roles in ecology. They have a role for insects, urban biodiversity, they may be able to capture some pollution, they produce oxygen, they can help us understand our local environment better.

Paving the way since 1 January 2017, France banned pesticides in public spaces (apart from sports grounds and cemeteries) and now embraces its wildflowers and plants, even encouraging residents to sow seeds in the pavement cracks and walls.

Sophie was inspired to bring the same mentality to the UK and launched the More Than Weeds project this year to help us embrace our urban biodiversity in walls, pavements and tree pits to ‘rewild’ the cities.

She explains “I wanted to convey the message that possibly those plants might be more than just weeds. They have roles in ecology, they have a role for insects, urban biodiversity, they may be able to capture some pollution, they produce oxygen, they can help us understand our local environment better.”"
UK rejects EU free movement for young people offer,"Any decision to open negotiations with the UK would ultimately be a decision for EU governments, which would also have to agree on the terms to be negotiated. A date for them to discuss the proposal is yet to be set."
Latest News & Updates,"'UK less ambitious on climate than before' says watchdog. Video, 00:01:37 , published at 14:14 20 April

'UK less ambitious on climate than before' says watchdog"
2024 Sony World Photography Awards: Winners revealed,"More than 40 images, selected by the esteemed photographer highlighting the key themes and milestones over the last five decades of his career, will be on view at the Sony World Photography Awards 2024 exhibition at Somerset House."
Latest News & Updates,"Your pictures on the theme of 'signs of spring' , published at 01:12

Your pictures on the theme of 'signs of spring'"
Quiz of the week: What made Liz Truss itch in Downing Street?,It's the weekly news quiz - how closely have you been paying attention to what's been going on in the world over the past seven days?
Latest News & Updates,"What the world makes of Trump going on trial , published at 02:12

What the world makes of Trump going on trial"
US & Canada,"After hunt for impartiality, who are the 12 Trump jurors?

The five women and seven men make up a highly educated group who will deliberate on the case."
Entertainment & Arts,"Rihanna on her 'rediscovery' after having children

The singer says being able to dress fashionably in public again ""does something for you as a woman""."
Newspaper headlines: Posh Spice at 50 and calls for 'Met chief to resign',
St Albans pub landlord defends viral 'child free' sign,
"Beds, Bucks and Herts","‘My baby used to fit in my hand’ BBC Three Counties Radio. Audio, 00:03:56‘My baby used to fit in my hand’

BBC Three Counties Radio"
Latest News & Updates,"What was the first ever London Marathon like? BBC Radio London. Audio, 00:02:40What was the first ever London Marathon like?

BBC Radio London"
SNP to form minority government if Greens scrap power-sharing deal,
Latest News & Updates,"What might happen next in the SNP embezzlement probe? , published at 16:30 19 April

What might happen next in the SNP embezzlement probe?"
Childcare bills: Parents march for 'urgent intervention',
'Ketamine meant I didn't know my son any more',
Latest News & Updates,"Stabbed & imprisoned – now he wants to tackle Bristol knife crime. BBC Radio Bristol. Audio, 00:15:40Stabbed & imprisoned – now he wants to tackle Bristol knife crime

BBC Radio Bristol"
"Technology, Health, Environment, AI","Almost a quarter of kids aged 5-7 have smartphones

The regulator calls the data a ""wake up call"", and says parents and industry need to do more."
London Marathon: 'People love my costume,
Latest News & Updates,"Dev Patel: I want to create own story, not be James Bond"
Can cooking with an air fryer save you money?,"Because an air fryer's fan is more powerful and the compartment is smaller, the whole device is more efficient, says Jakub. ""If I have a chicken thigh, I will probably cook it for 20 minutes in an air fryer. In an oven it would take longer."" Also, it takes longer to pre-heat a larger, conventional oven.

Because an air fryer's fan is more powerful and the compartment is smaller, the whole device is more efficient. Dr Jakub Radzikowski, Imperial College London

However, because the drawer in an air fryer has less capacity, you can only cook smaller amounts. ""If you're cooking for four people or six people the kind of time saving doesn't work anymore because you have to cook in a few batches in the air fryer,"" says the food scientist.

3. An air fryer is great for 'crispy' foods

Marketing images for air fryers often feature chicken and chips. This is because they’re great for cooking ""anything that you want crispy"", says Jakub. Kale chips, banana chips, panko courgettes, you name it. His favourite food for the air fryer is chicken legs or thighs: after 20 minutes you get something that's ""perfectly juicy inside"" with a skin that is so crispy it ""shatters like glass"".

4. It's healthier than deep-fat frying

""Compared to deep-fat frying it is obviously healthier because it has lower fat content,"" says Jakub. But it can also be healthier than cooking with a conventional oven. If your potatoes are sitting in oil then they will absorb it as they cook. With the air fryer it’s all in the perforated basket: ""If there is any excess fat it will drip to the bottom and you don't have to eat it.""

There remain healthier ways to cook but ""the perk of an air fryer is that it often has additional functions to the air frying function,"" says Anya Gilbert, senior digital reviews writer at BBC Good Food Magazine. You can often grill or steam instead, both without using oil at all.

5. There's a huge range of prices and functions between models

The range of different air fryers on the market is vast. ""They’re getting more and more versatile as well,"" says Anya. ""Some of the newest models from brands like Ninja have about 15 functions.""

BBC Good Food Magazine recently published its 14 best air fryers of 2022, rating models across a whole range of categories. ""Cosori as a brand came out really well as best value standard size but also best for affordability in general,"" says Anya. Their 4.3 litre model retails at £79. However, it's possible to spend a whole lot more. ""The Ninja Foodi MAX Health Grill & Air Fryer was a really highly rated model,” says Anya. ""It's around £249, but it has a few bells and whistles. For example, an integrated meat thermometer."""
Latest News & Updates,"Burned down hotel to be used for social housing , published at 17:59 18 April

Burned down hotel to be used for social housing"
UK house prices fall for first time in six months,
"Economy, Tech, AI, Work, Personal Finance, Market news","App to cut EU border queues won't be ready in time

An EU-developed app to ease predicted queues under a new border system will not be ready in time, says Eurostar boss."
Early retirement: Our road to financial independence,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Quiz: Can you guess the iconic album artwork?,We collect information on how quizzes are used so we can make them even better. Find out more.
Mary Queen of Scots: Argyll letter conserved by Inverness team,
10 ways to give your garden a spruce-up this spring,"Make sure your grass is actively growing before giving the mower a run around. Ideally there will be between two and three inches of growth, to avoid injuring the grass and any infection of the roots.

Choose a dry day and give your mower blades a sharpen-up first.

Neatening up the edges will also make a huge difference so, if you don’t have a strimmer, use a spade to sharpen the border edges, or grab some large scissors, get down on your hands and knees and get snipping!"
Could getting some houseplants improve your health?,"Most of us know that air pollution caused by traffic is bad for our health. But the reality is that indoor air pollution can be just as bad – both at work and in our own homes. It’s been linked to a range of health problems, like asthma, wheezing, conjunctivitis and eczema.

Studies show that plants really can improve our wellbeing, leading to a boost in mood, memory and productivity.

The most concerning air pollutants that researchers have looked at are volatile organic compounds, or VOCs, which can be found in fire retardants, aerosol sprays and cleaning products. One such compound is limonene, which we might know by its delicious citrus scent. Unfortunately, it reacts with the ozone in the air to form the potentially dangerous chemical formaldehyde!

Another chemical where high levels can cause problems is carbon dioxide, resulting in poor concentration and decision making. Ventilating areas well can help with both these things, but where that’s not possible, houseplants are a surprisingly good and natural way to purify the air.

A green solution?

The suggestion that house plants could help with air quality came from an unlikely source. In 1989, the space agency NASA showed that houseplants could significantly lower levels of VOCs and CO2 in the air in a sealed chamber. What was lacking, was the proof they could work in our own homes or offices. It did encourage a wave of research into plants’ potential to absorb chemicals, and since then, research has taken off looking at their impact in different – more realistic – living environments. One study, for example, suggested that introducing potted plants to 60 offices with high levels of volatile organic compounds reduced levels of these compounds by between 50 and 75%.

One study in Norway assessed the impact of introducing plants to an office or school and the radiology department of a hospital and found that filling the office with houseplants led to fewer coughs, headaches and fatigue.

Less stress and better productivity

In addition to making you feel physically better, there have been claims that having indoor plants can be good for your mind too. If you’re already a plant lover, you may notice yourself feeling more comfortable, breathing in more deeply and feeling the benefits of the calming effect of nature - and there has been research which supports this. Studies show that plants really can improve our wellbeing, leading to a boost in mood, memory and productivity. One even found that when employees were able to view plants from their desk, they performed better in a specific test of concentration by 19%.

How do they help?

Dr Tijana Blanusa from the Royal Horticultural Society has been studying the ways plants improve air quality. She explains that there are several ways plants can work to remove compounds from the air. On the underside of the leaf, there are pores called stomata that let the air in, and water vapour out. A lot of gaseous compounds are removed though this pathway, while at the same time, water vapour causes our air to become more humid. Another way is through the soil, where microorganisms break down the compounds."
Are weeds more important than we realise?,"Urban botanist Sophie first did this in her home country of France and has continued chalking names in London.

Weeds have roles in ecology. They have a role for insects, urban biodiversity, they may be able to capture some pollution, they produce oxygen, they can help us understand our local environment better.

Paving the way since 1 January 2017, France banned pesticides in public spaces (apart from sports grounds and cemeteries) and now embraces its wildflowers and plants, even encouraging residents to sow seeds in the pavement cracks and walls.

Sophie was inspired to bring the same mentality to the UK and launched the More Than Weeds project this year to help us embrace our urban biodiversity in walls, pavements and tree pits to ‘rewild’ the cities.

She explains “I wanted to convey the message that possibly those plants might be more than just weeds. They have roles in ecology, they have a role for insects, urban biodiversity, they may be able to capture some pollution, they produce oxygen, they can help us understand our local environment better.”"
Latest News & Updates,"'UK less ambitious on climate than before' says watchdog. Video, 00:01:37 , published at 14:14 20 April

'UK less ambitious on climate than before' says watchdog"
2024 Sony World Photography Awards: Winners revealed,
Quiz of the week: What made Liz Truss itch in Downing Street?,
